day,traffic,1 part,2 part,3 part,4 part,5 part,6 part
21.07.2026,moderate,moderate,moderate,increased,moderate,moderate,heavy
22.07.2026,heavy,heavy,heavy,moderate,heavy,heavy,heavy
23.07.2026,heavy,heavy,heavy,heavy,heavy,extreme,extreme
24.07.2026,extreme,heavy,heavy,extreme,extreme,extreme,extreme
25.07.2026,extreme,extreme,extreme,extreme,heavy,heavy,extreme
26.07.2026,extreme,heavy,heavy,extreme,heavy,heavy,heavy
27.07.2026,heavy,heavy,heavy,moderate,heavy,moderate,heavy
28.07.2026,heavy,heavy,heavy,moderate,heavy,heavy,heavy
29.07.2026,heavy,heavy,heavy,moderate,heavy,heavy,heavy
30.07.2026,heavy,heavy,heavy,heavy,extreme,extreme,heavy
31.07.2026,extreme,heavy,heavy,extreme,extreme,extreme,extreme
01.08.2026,extreme,extreme,extreme,heavy,moderate,moderate,heavy
02.08.2026,heavy,heavy,heavy,heavy,heavy,moderate,heavy
03.08.2026,heavy,heavy,heavy,moderate,moderate,moderate,moderate
04.08.2026,moderate,heavy,heavy,moderate,moderate,moderate,moderate
05.08.2026,heavy,heavy,heavy,moderate,moderate,heavy,heavy
06.08.2026,heavy,heavy,heavy,heavy,heavy,heavy,heavy
07.08.2026,extreme,heavy,heavy,heavy,extreme,extreme,extreme
08.08.2026,extreme,extreme,extreme,heavy,moderate,moderate,heavy
09.08.2026,heavy,heavy,heavy,heavy,heavy,moderate,heavy
10.08.2026,moderate,heavy,heavy,moderate,moderate,increased,moderate
11.08.2026,moderate,moderate,heavy,moderate,moderate,moderate,moderate
12.08.2026,moderate,heavy,heavy,moderate,moderate,moderate,moderate
13.08.2026,heavy,heavy,heavy,heavy,heavy,heavy,heavy
14.08.2026,heavy,heavy,heavy,heavy,heavy,heavy,extreme
15.08.2026,extreme,extreme,extreme,heavy,moderate,moderate,heavy
16.08.2026,heavy,heavy,heavy,heavy,moderate,moderate,heavy
17.08.2026,moderate,heavy,heavy,moderate,moderate,increased,increased
18.08.2026,moderate,moderate,moderate,increased,moderate,increased,increased
19.08.2026,moderate,heavy,heavy,moderate,moderate,moderate,moderate
20.08.2026,heavy,heavy,heavy,moderate,heavy,heavy,heavy
21.08.2026,heavy,heavy,heavy,heavy,heavy,heavy,heavy
22.08.2026,heavy,extreme,extreme,heavy,moderate,moderate,heavy
23.08.2026,heavy,heavy,heavy,heavy,moderate,moderate,heavy
24.08.2026,moderate,heavy,heavy,moderate,moderate,increased,increased
25.08.2026,moderate,moderate,moderate,increased,moderate,increased,increased
26.08.2026,moderate,moderate,heavy,moderate,moderate,moderate,moderate
27.08.2026,heavy,heavy,heavy,moderate,heavy,heavy,heavy
28.08.2026,heavy,heavy,heavy,heavy,heavy,heavy,heavy
29.08.2026,heavy,extreme,extreme,heavy,moderate,moderate,heavy
30.08.2026,heavy,heavy,heavy,heavy,moderate,moderate,heavy
31.08.2026,moderate,heavy,heavy,moderate,moderate,increased,increased
01.09.2026,increased,increased,moderate,increased,moderate,increased,increased
02.09.2026,moderate,moderate,moderate,increased,moderate,moderate,moderate
03.09.2026,moderate,moderate,moderate,moderate,moderate,heavy,heavy
04.09.2026,heavy,heavy,moderate,heavy,heavy,heavy,heavy
05.09.2026,heavy,heavy,heavy,heavy,moderate,increased,moderate
06.09.2026,moderate,heavy,moderate,heavy,moderate,moderate,moderate
07.09.2026,moderate,moderate,moderate,increased,increased,increased,increased
08.09.2026,increased,increased,increased,low,increased,increased,low
09.09.2026,increased,moderate,moderate,increased,moderate,moderate,moderate
10.09.2026,moderate,moderate,moderate,increased,moderate,heavy,moderate
11.09.2026,heavy,moderate,moderate,moderate,heavy,heavy,heavy
12.09.2026,moderate,heavy,heavy,moderate,increased,low,moderate
13.09.2026,moderate,moderate,increased,moderate,moderate,increased,moderate
14.09.2026,increased,moderate,moderate,increased,increased,low,low
15.09.2026,increased,increased,increased,low,increased,increased,low
16.09.2026,increased,increased,moderate,increased,increased,moderate,moderate
17.09.2026,moderate,moderate,moderate,increased,moderate,heavy,moderate
18.09.2026,heavy,moderate,moderate,moderate,heavy,heavy,heavy
19.09.2026,moderate,heavy,heavy,moderate,increased,low,moderate
20.09.2026,moderate,moderate,increased,moderate,moderate,increased,increased
21.09.2026,increased,increased,moderate,increased,increased,low,low
22.09.2026,low,increased,increased,low,increased,increased,increased
23.09.2026,increased,increased,moderate,increased,increased,moderate,moderate
24.09.2026,moderate,moderate,moderate,increased,moderate,heavy,moderate
25.09.2026,heavy,moderate,moderate,moderate,heavy,heavy,heavy
26.09.2026,moderate,heavy,heavy,moderate,increased,low,moderate
27.09.2026,moderate,moderate,increased,moderate,moderate,increased,increased
28.09.2026,increased,moderate,moderate,increased,increased,low,low
29.09.2026,increased,increased,increased,low,increased,increased,increased
30.09.2026,increased,increased,moderate,increased,increased,moderate,moderate
01.10.2026,moderate,increased,moderate,increased,moderate,heavy,heavy
02.10.2026,moderate,increased,increased,moderate,heavy,heavy,heavy
03.10.2026,moderate,moderate,moderate,extreme,low,low,low
04.10.2026,low,low,low,moderate,low,low,increased
05.10.2026,low,low,low,low,low,low,low
06.10.2026,low,low,low,low,low,low,low
07.10.2026,low,low,low,low,increased,increased,increased
08.10.2026,increased,increased,increased,low,moderate,moderate,moderate
09.10.2026,moderate,increased,increased,moderate,heavy,heavy,heavy
10.10.2026,increased,increased,moderate,moderate,low,low,low
11.10.2026,low,low,low,increased,low,low,low
12.10.2026,low,low,low,low,low,low,low
13.10.2026,low,low,low,low,low,low,low
14.10.2026,low,low,low,low,increased,increased,increased
15.10.2026,increased,increased,increased,increased,moderate,moderate,moderate
16.10.2026,moderate,increased,increased,moderate,heavy,heavy,heavy
17.10.2026,increased,increased,increased,moderate,low,low,low
18.10.2026,low,low,low,increased,low,low,low
19.10.2026,low,low,low,low,low,low,low
20.10.2026,low,low,low,low,low,low,low
21.10.2026,low,low,low,low,increased,increased,moderate
22.10.2026,increased,increased,increased,low,moderate,heavy,moderate
23.10.2026,moderate,moderate,increased,moderate,heavy,heavy,heavy
24.10.2026,moderate,heavy,moderate,moderate,increased,low,moderate
25.10.2026,low,low,low,increased,low,low,low
26.10.2026,low,increased,increased,low,low,low,low
27.10.2026,low,low,low,low,increased,increased,low
28.10.2026,increased,low,increased,increased,increased,moderate,increased
29.10.2026,moderate,increased,increased,increased,moderate,heavy,moderate
30.10.2026,moderate,moderate,increased,moderate,heavy,heavy,heavy
31.10.2026,low,increased,low,moderate,low,low,low
01.11.2026,low,low,low,low,low,low,low
02.11.2026,low,low,low,low,low,low,low
03.11.2026,low,low,low,low,low,low,low
04.11.2026,low,low,low,low,low,low,increased
05.11.2026,low,low,low,low,increased,increased,increased
06.11.2026,increased,low,low,low,moderate,moderate,moderate
07.11.2026,low,low,low,low,low,low,low
08.11.2026,low,low,low,low,low,low,low
09.11.2026,low,low,low,low,low,low,low
10.11.2026,low,low,low,low,low,low,low
11.11.2026,low,low,low,low,low,low,increased
12.11.2026,low,low,low,low,increased,increased,increased
13.11.2026,increased,low,low,low,moderate,moderate,moderate
14.11.2026,low,low,low,low,low,low,low
15.11.2026,low,low,low,low,low,low,low
16.11.2026,low,low,low,low,low,low,low
17.11.2026,low,low,low,low,low,low,low
18.11.2026,low,low,low,low,low,low,increased
19.11.2026,low,low,low,low,increased,increased,increased
20.11.2026,increased,low,low,low,moderate,moderate,moderate
21.11.2026,low,low,low,low,low,low,low
22.11.2026,low,low,low,low,low,low,low
23.11.2026,low,low,low,low,low,low,low
24.11.2026,low,low,low,low,low,low,low
25.11.2026,low,low,low,low,low,low,increased
26.11.2026,low,low,low,low,increased,increased,increased
27.11.2026,increased,low,low,low,moderate,moderate,moderate
28.11.2026,low,low,low,low,low,low,low
29.11.2026,low,low,low,low,low,low,low
30.11.2026,low,low,low,low,low,low,low
01.12.2026,low,low,low,low,low,low,low
02.12.2026,low,low,low,low,low,increased,increased
03.12.2026,increased,increased,increased,low,increased,moderate,moderate
04.12.2026,moderate,increased,low,increased,heavy,moderate,heavy
05.12.2026,low,increased,low,moderate,low,low,low
06.12.2026,low,low,low,increased,low,low,low
07.12.2026,low,increased,low,low,low,low,low
08.12.2026,low,low,low,low,low,low,increased
09.12.2026,low,increased,low,low,increased,increased,moderate
10.12.2026,increased,increased,increased,increased,moderate,moderate,moderate
11.12.2026,moderate,moderate,increased,moderate,heavy,heavy,heavy
12.12.2026,increased,moderate,moderate,moderate,low,low,increased
13.12.2026,low,low,low,increased,low,low,low
14.12.2026,low,moderate,increased,low,low,increased,moderate
15.12.2026,increased,increased,low,low,low,increased,heavy
16.12.2026,increased,moderate,increased,increased,moderate,moderate,heavy
17.12.2026,moderate,moderate,moderate,increased,heavy,heavy,heavy
18.12.2026,heavy,heavy,heavy,heavy,extreme,extreme,extreme
19.12.2026,heavy,heavy,heavy,extreme,heavy,moderate,extreme
20.12.2026,moderate,moderate,low,moderate,increased,increased,heavy
21.12.2026,low,increased,increased,increased,low,low,increased
22.12.2026,increased,low,low,increased,increased,low,increased
23.12.2026,increased,increased,increased,increased,moderate,moderate,moderate
24.12.2026,moderate,moderate,moderate,moderate,heavy,heavy,heavy
25.12.2026,moderate,moderate,increased,heavy,moderate,increased,moderate
26.12.2026,moderate,heavy,moderate,extreme,increased,low,increased
27.12.2026,low,low,low,increased,low,low,low
28.12.2026,increased,increased,increased,increased,increased,low,increased
29.12.2026,increased,low,low,increased,increased,low,increased
30.12.2026,increased,increased,increased,increased,moderate,moderate,moderate
31.12.2026,moderate,moderate,increased,moderate,heavy,heavy,moderate
01.01.2027,increased,low,increased,moderate,increased,increased,increased
02.01.2027,increased,moderate,moderate,moderate,increased,low,low
03.01.2027,low,low,low,increased,low,low,low
04.01.2027,low,low,low,low,low,low,low
05.01.2027,low,low,low,low,low,low,low
06.01.2027,low,low,low,low,low,low,low
07.01.2027,low,low,low,low,low,increased,low
08.01.2027,increased,low,low,increased,moderate,moderate,moderate
09.01.2027,increased,increased,moderate,moderate,low,low,low
10.01.2027,low,low,low,low,low,low,low
11.01.2027,low,low,low,low,low,low,low
12.01.2027,low,low,low,low,low,low,low
13.01.2027,low,low,low,low,low,low,low
14.01.2027,low,low,low,low,low,increased,low
15.01.2027,increased,low,low,increased,moderate,moderate,moderate
16.01.2027,increased,moderate,moderate,moderate,low,low,low
17.01.2027,low,low,low,increased,low,low,low
18.01.2027,low,low,low,low,low,low,low
19.01.2027,low,low,low,low,low,low,low
20.01.2027,low,low,low,low,low,low,low
21.01.2027,low,low,low,low,increased,increased,increased
22.01.2027,increased,low,low,increased,moderate,moderate,moderate
23.01.2027,increased,moderate,moderate,moderate,increased,low,low
24.01.2027,low,low,low,increased,low,low,low
25.01.2027,low,low,low,low,low,low,low
26.01.2027,low,low,low,low,low,low,low
27.01.2027,low,low,low,low,low,increased,increased
28.01.2027,increased,low,increased,low,increased,moderate,increased
29.01.2027,moderate,increased,increased,increased,heavy,heavy,heavy
30.01.2027,moderate,moderate,heavy,heavy,increased,low,increased
31.01.2027,low,low,low,increased,low,low,low
01.02.2027,low,low,low,low,low,low,low
02.02.2027,low,low,low,low,low,low,low
03.02.2027,low,low,low,low,low,increased,increased
04.02.2027,increased,increased,increased,low,moderate,moderate,moderate
05.02.2027,moderate,increased,moderate,moderate,heavy,heavy,heavy
06.02.2027,moderate,moderate,heavy,heavy,increased,low,increased
07.02.2027,low,low,low,increased,low,low,low
08.02.2027,low,low,low,low,low,low,low
09.02.2027,low,low,low,low,low,low,low
10.02.2027,low,low,increased,low,low,increased,increased
11.02.2027,increased,increased,increased,low,moderate,moderate,moderate
12.02.2027,moderate,increased,moderate,moderate,heavy,heavy,heavy
13.02.2027,moderate,moderate,heavy,heavy,increased,low,increased
14.02.2027,low,low,low,increased,low,low,low
15.02.2027,low,low,low,low,low,low,low
16.02.2027,low,low,low,low,low,low,low
17.02.2027,low,low,increased,low,low,increased,increased
18.02.2027,increased,increased,increased,low,moderate,moderate,moderate
19.02.2027,moderate,increased,moderate,moderate,heavy,heavy,heavy
20.02.2027,moderate,moderate,heavy,heavy,increased,low,increased
21.02.2027,low,low,low,increased,low,low,low
22.02.2027,low,low,low,low,low,low,low
23.02.2027,low,low,low,low,low,low,low
24.02.2027,low,low,increased,low,increased,increased,increased
25.02.2027,increased,increased,moderate,low,moderate,moderate,moderate
26.02.2027,moderate,increased,moderate,moderate,heavy,heavy,heavy
27.02.2027,moderate,moderate,heavy,heavy,moderate,low,increased
28.02.2027,low,low,low,increased,low,low,low
01.03.2027,low,low,low,low,low,low,low
02.03.2027,low,low,low,low,low,low,low
03.03.2027,low,low,increased,low,increased,increased,moderate
04.03.2027,increased,increased,moderate,low,moderate,heavy,moderate
05.03.2027,moderate,increased,moderate,moderate,heavy,heavy,heavy
06.03.2027,moderate,moderate,heavy,heavy,moderate,low,increased
07.03.2027,low,low,low,moderate,low,low,low
08.03.2027,low,low,increased,low,low,low,low
09.03.2027,low,low,low,low,low,low,low
10.03.2027,increased,increased,increased,low,increased,increased,moderate
11.03.2027,moderate,increased,moderate,increased,moderate,heavy,moderate
12.03.2027,moderate,moderate,moderate,moderate,extreme,heavy,heavy
13.03.2027,moderate,moderate,heavy,heavy,increased,low,increased
14.03.2027,low,low,low,moderate,low,low,low
15.03.2027,low,low,low,low,low,low,low
16.03.2027,low,low,low,low,low,low,low
17.03.2027,low,low,low,low,increased,increased,increased
18.03.2027,increased,increased,increased,low,moderate,moderate,moderate
19.03.2027,moderate,increased,increased,moderate,heavy,heavy,heavy
20.03.2027,moderate,moderate,moderate,heavy,increased,low,increased
21.03.2027,low,low,low,increased,low,low,low
22.03.2027,low,low,low,low,low,low,low
23.03.2027,low,low,low,low,low,low,low
24.03.2027,increased,increased,increased,low,increased,moderate,heavy
25.03.2027,moderate,moderate,moderate,increased,moderate,heavy,heavy
26.03.2027,heavy,moderate,moderate,heavy,extreme,heavy,heavy
27.03.2027,increased,moderate,moderate,heavy,low,low,moderate
28.03.2027,low,low,low,moderate,low,low,low
29.03.2027,low,increased,increased,low,low,low,moderate
30.03.2027,low,increased,low,low,low,increased,increased
31.03.2027,increased,increased,increased,low,increased,moderate,heavy
01.04.2027,increased,increased,increased,low,increased,moderate,moderate
02.04.2027,moderate,increased,increased,increased,heavy,heavy,heavy
03.04.2027,low,increased,increased,moderate,low,low,low
04.04.2027,low,low,low,increased,low,low,low
05.04.2027,low,low,low,low,low,low,low
06.04.2027,low,low,low,low,low,low,low
07.04.2027,low,low,low,low,low,increased,increased
08.04.2027,increased,increased,increased,low,increased,moderate,moderate
09.04.2027,moderate,increased,increased,increased,heavy,heavy,heavy
10.04.2027,low,increased,increased,moderate,low,low,low
11.04.2027,low,low,low,increased,low,low,low
12.04.2027,low,low,low,low,low,low,low
13.04.2027,low,low,low,low,low,low,low
14.04.2027,low,low,low,low,low,increased,moderate
15.04.2027,increased,increased,increased,low,increased,moderate,moderate
16.04.2027,moderate,increased,increased,increased,heavy,heavy,heavy
17.04.2027,low,moderate,increased,moderate,low,low,low
18.04.2027,low,low,low,increased,low,low,low
19.04.2027,low,low,low,low,low,low,low
20.04.2027,low,low,low,low,low,low,low
21.04.2027,low,low,low,low,low,increased,moderate
22.04.2027,increased,increased,increased,low,increased,moderate,moderate
23.04.2027,moderate,increased,increased,increased,heavy,heavy,heavy
24.04.2027,low,moderate,increased,moderate,low,low,low
25.04.2027,low,low,low,increased,low,low,low
26.04.2027,low,low,low,low,low,low,low
27.04.2027,low,low,low,low,low,low,low
28.04.2027,low,low,low,low,low,increased,moderate
29.04.2027,increased,increased,increased,low,increased,moderate,moderate
30.04.2027,moderate,increased,increased,increased,heavy,heavy,heavy
01.05.2027,increased,heavy,moderate,moderate,low,low,increased
02.05.2027,low,increased,low,increased,low,low,low
03.05.2027,low,increased,increased,low,low,low,low
04.05.2027,low,low,low,low,low,low,low
05.05.2027,low,increased,low,low,low,increased,moderate
06.05.2027,increased,increased,increased,low,increased,moderate,moderate
07.05.2027,moderate,moderate,increased,increased,moderate,heavy,heavy
08.05.2027,increased,heavy,moderate,moderate,low,low,increased
09.05.2027,low,increased,low,increased,low,low,low
10.05.2027,low,increased,increased,low,low,low,low
11.05.2027,low,low,low,low,low,low,low
12.05.2027,low,increased,increased,low,low,increased,moderate
13.05.2027,increased,increased,moderate,low,increased,moderate,moderate
14.05.2027,moderate,moderate,moderate,increased,heavy,heavy,heavy
15.05.2027,increased,heavy,moderate,moderate,low,low,increased
16.05.2027,low,increased,low,increased,low,low,low
17.05.2027,low,increased,increased,low,low,low,low
18.05.2027,low,increased,low,low,low,low,low
19.05.2027,low,increased,increased,low,low,increased,moderate
20.05.2027,increased,increased,moderate,low,increased,moderate,moderate
21.05.2027,moderate,moderate,moderate,increased,heavy,heavy,heavy
22.05.2027,increased,heavy,moderate,moderate,low,low,increased
23.05.2027,low,increased,low,increased,low,low,increased
24.05.2027,low,increased,increased,low,low,low,low
25.05.2027,low,increased,low,low,low,low,low
26.05.2027,low,increased,increased,low,low,increased,moderate
27.05.2027,increased,increased,moderate,low,increased,moderate,moderate
28.05.2027,moderate,moderate,moderate,increased,heavy,heavy,heavy
29.05.2027,increased,heavy,moderate,moderate,low,low,increased
30.05.2027,low,increased,low,increased,low,low,increased
31.05.2027,low,increased,increased,low,low,low,low
01.06.2027,low,increased,low,low,low,increased,low
02.06.2027,increased,increased,increased,low,increased,moderate,moderate
03.06.2027,moderate,moderate,moderate,increased,moderate,heavy,heavy
04.06.2027,heavy,moderate,moderate,moderate,heavy,heavy,heavy
05.06.2027,moderate,heavy,heavy,moderate,increased,increased,moderate
06.06.2027,moderate,moderate,moderate,moderate,increased,moderate,moderate
07.06.2027,increased,moderate,increased,low,low,low,low
08.06.2027,low,increased,low,low,low,increased,low
09.06.2027,increased,increased,increased,low,increased,moderate,moderate
10.06.2027,moderate,moderate,moderate,increased,moderate,heavy,heavy
11.06.2027,heavy,moderate,moderate,moderate,heavy,heavy,heavy
12.06.2027,moderate,heavy,heavy,moderate,increased,increased,moderate
13.06.2027,moderate,moderate,moderate,moderate,increased,moderate,moderate
14.06.2027,increased,moderate,moderate,low,low,low,increased
15.06.2027,low,increased,increased,low,increased,increased,increased
16.06.2027,increased,increased,increased,increased,increased,moderate,moderate
17.06.2027,moderate,moderate,moderate,increased,moderate,heavy,heavy
18.06.2027,heavy,moderate,moderate,moderate,heavy,heavy,heavy
19.06.2027,moderate,heavy,heavy,moderate,increased,increased,moderate
20.06.2027,moderate,moderate,moderate,moderate,increased,moderate,moderate
21.06.2027,increased,moderate,moderate,increased,increased,increased,increased
22.06.2027,increased,increased,increased,low,increased,increased,moderate
23.06.2027,moderate,moderate,moderate,increased,moderate,moderate,heavy
24.06.2027,moderate,moderate,moderate,moderate,heavy,heavy,heavy
25.06.2027,heavy,heavy,moderate,heavy,extreme,heavy,heavy
26.06.2027,heavy,extreme,heavy,heavy,moderate,increased,moderate
27.06.2027,moderate,heavy,moderate,heavy,moderate,moderate,moderate
28.06.2027,increased,moderate,moderate,increased,increased,increased,increased
29.06.2027,increased,increased,increased,low,increased,increased,increased
30.06.2027,moderate,moderate,moderate,increased,moderate,moderate,moderate
